DXCode,Description,"2020 CMS-HCC
Model
Category
(V24) ",V24 HCC Description,V28ID,V28HCCDescription,"2020 CMS-HCC Model
Category
(V24) for 2024
Payment Year","2024 Proposed CMS-HCC Model
Category
(V28) for 2024
Payment Year",Same HCC Description  
K5150,Left sided colitis without complications,35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K51511,Left sided colitis with rectal bleeding,35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K51512,Left sided colitis with intestinal obstruction,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K51512,Left sided colitis with intestinal obstruction,35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K51513,Left sided colitis with fistula,35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K51514,Left sided colitis with abscess,35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K51518,Left sided colitis with other complication,35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K51519,Left sided colitis with unspecified complications,35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K5180,Other ulcerative colitis without complications,35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K51811,Other ulcerative colitis with rectal bleeding,35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K51812,Other ulcerative colitis with intestinal obstruction,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K51812,Other ulcerative colitis with intestinal obstruction,35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K51813,Other ulcerative colitis with fistula,35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K51814,Other ulcerative colitis with abscess,35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K51818,Other ulcerative colitis with other complication,35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K51819,Other ulcerative colitis with unspecified complications,35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K5190,"Ulcerative colitis, unspecified, without complications",35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K51911,"Ulcerative colitis, unspecified with rectal bleeding",35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K51912,"Ulcerative colitis, unspecified with intestinal obstruction",33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K51912,"Ulcerative colitis, unspecified with intestinal obstruction",35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K51913,"Ulcerative colitis, unspecified with fistula",35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K51914,"Ulcerative colitis, unspecified with abscess",35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K51918,"Ulcerative colitis, unspecified with other complication",35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K51919,"Ulcerative colitis, unspecified with unspecified complications",35,Inflammatory Bowel Disease,81,Ulcerative Colitis,Yes,Yes,NO
K55011,Focal (segmental) acute (reversible) ischemia of small intestine,107,Vascular Disease with Complications,,,Yes,No,NO
K55012,Diffuse acute (reversible) ischemia of small intestine,107,Vascular Disease with Complications,,,Yes,No,NO
K55019,"Acute (reversible) ischemia of small intestine, extent unspecified",107,Vascular Disease with Complications,,,Yes,No,NO
K55021,Focal (segmental) acute infarction of small intestine,107,Vascular Disease with Complications,,,Yes,No,NO
K55022,Diffuse acute infarction of small intestine,107,Vascular Disease with Complications,,,Yes,No,NO
K55029,"Acute infarction of small intestine, extent unspecified",107,Vascular Disease with Complications,,,Yes,No,NO
K55031,Focal (segmental) acute (reversible) ischemia of large intestine,107,Vascular Disease with Complications,,,Yes,No,NO
K55032,Diffuse acute (reversible) ischemia of large intestine,107,Vascular Disease with Complications,,,Yes,No,NO
K55039,"Acute (reversible) ischemia of large intestine, extent unspecified",107,Vascular Disease with Complications,,,Yes,No,NO
K55041,Focal (segmental) acute infarction of large intestine,107,Vascular Disease with Complications,,,Yes,No,NO
K55042,Diffuse acute infarction of large intestine,107,Vascular Disease with Complications,,,Yes,No,NO
K55049,"Acute infarction of large intestine, extent unspecified",107,Vascular Disease with Complications,,,Yes,No,NO
K55051,"Focal (segmental) acute (reversible) ischemia of intestine, part unspecified",107,Vascular Disease with Complications,,,Yes,No,NO
K55052,"Diffuse acute (reversible) ischemia of intestine, part unspecified",107,Vascular Disease with Complications,,,Yes,No,NO
K55059,"Acute (reversible) ischemia of intestine, part and extent unspecified",107,Vascular Disease with Complications,,,Yes,No,NO
K55061,"Focal (segmental) acute infarction of intestine, part unspecified",107,Vascular Disease with Complications,,,Yes,No,NO
K55062,"Diffuse acute infarction of intestine, part unspecified",107,Vascular Disease with Complications,,,Yes,No,NO
K55069,"Acute infarction of intestine, part and extent unspecified",107,Vascular Disease with Complications,,,Yes,No,NO
K551,Chronic vascular disorders of intestine,108,Vascular Disease,,,Yes,No,NO
K5530,"Necrotizing enterocolitis, unspecified",107,Vascular Disease with Complications,,,Yes,No,NO
K5531,Stage 1 necrotizing enterocolitis,107,Vascular Disease with Complications,,,Yes,No,NO
K5532,Stage 2 necrotizing enterocolitis,107,Vascular Disease with Complications,,,Yes,No,NO
K5533,Stage 3 necrotizing enterocolitis,107,Vascular Disease with Complications,,,Yes,No,NO
K558,Other vascular disorders of intestine,108,Vascular Disease,,,Yes,No,NO
K559,"Vascular disorder of intestine, unspecified",108,Vascular Disease,,,Yes,No,NO
K560,Paralytic ileus,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K561,Intussusception,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K562,Volvulus,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K563,Gallstone ileus,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K5641,Fecal impaction,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K5649,Other impaction of intestine,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K5650,"Intestinal adhesions [bands], unspecified as to partial versus complete obstruction",33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K5651,"Intestinal adhesions [bands], with partial obstruction",33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K5652,Intestinal adhesions [bands] with complete obstruction,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K56600,"Partial intestinal obstruction, unspecified as to cause",33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K56601,"Complete intestinal obstruction, unspecified as to cause",33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K56609,"Unspecified intestinal obstruction, unspecified as to partial versus complete obstruction",33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K56690,Other partial intestinal obstruction,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K56691,Other complete intestinal obstruction,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K56699,Other intestinal obstruction unspecified as to partial versus complete obstruction,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K567,"Ileus, unspecified",33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K5931,Toxic megacolon,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K631,Perforation of intestine (nontraumatic),33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K650,Generalized (acute) peritonitis,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K651,Peritoneal abscess,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K652,Spontaneous bacterial peritonitis,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K653,Choleperitonitis,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K654,Sclerosing mesenteritis,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K658,Other peritonitis,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K659,"Peritonitis, unspecified",33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K67,Disorders of peritoneum in infectious diseases classified elsewhere,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K6812,Psoas muscle abscess,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K6819,Other retroperitoneal abscess,33,Intestinal Obstruction/Perforation,78,Intestinal Obstruction/Perforation,Yes,Yes,SAME
K7010,Alcoholic hepatitis without ascites,,,65,Chronic Hepatitis,No,Yes,NO
K7011,Alcoholic hepatitis with ascites,,,65,Chronic Hepatitis,No,Yes,NO
K7030,Alcoholic cirrhosis of liver without ascites,28,Cirrhosis of Liver,64,Cirrhosis of Liver,Yes,Yes,SAME
K7031,Alcoholic cirrhosis of liver with ascites,28,Cirrhosis of Liver,64,Cirrhosis of Liver,Yes,Yes,SAME
K7040,Alcoholic hepatic failure without coma,28,Cirrhosis of Liver,63,Chronic Liver Failure/End-Stage Liver Disorders,Yes,Yes,NO
K7041,Alcoholic hepatic failure with coma,27,End-Stage Liver Disease,63,Chronic Liver Failure/End-Stage Liver Disorders,Yes,Yes,NO
K7041,Alcoholic hepatic failure with coma,28,Cirrhosis of Liver,,,Yes,--,NO
K709,"Alcoholic liver disease, unspecified",28,Cirrhosis of Liver,,,Yes,No,NO
K7111,"Toxic liver disease with hepatic necrosis, with coma",27,End-Stage Liver Disease,,,Yes,No,NO
K713,Toxic liver disease with chronic persistent hepatitis,,,65,Chronic Hepatitis,No,Yes,NO
K714,Toxic liver disease with chronic lobular hepatitis,,,65,Chronic Hepatitis,No,Yes,NO
K7150,Toxic liver disease with chronic active hepatitis without ascites,,,65,Chronic Hepatitis,No,Yes,NO
K7151,Toxic liver disease with chronic active hepatitis with ascites,,,65,Chronic Hepatitis,No,Yes,NO
K717,Toxic liver disease with fibrosis and cirrhosis of liver,,,64,Cirrhosis of Liver,No,Yes,NO
K7201,Acute and subacute hepatic failure with coma,27,End-Stage Liver Disease,,,Yes,No,NO
K7210,Chronic hepatic failure without coma,27,End-Stage Liver Disease,63,Chronic Liver Failure/End-Stage Liver Disorders,Yes,Yes,NO
K7211,Chronic hepatic failure with coma,27,End-Stage Liver Disease,63,Chronic Liver Failure/End-Stage Liver Disorders,Yes,Yes,NO
K7290,"Hepatic failure, unspecified without coma",27,End-Stage Liver Disease,63,Chronic Liver Failure/End-Stage Liver Disorders,Yes,Yes,NO
K7291,"Hepatic failure, unspecified with coma",27,End-Stage Liver Disease,63,Chronic Liver Failure/End-Stage Liver Disorders,Yes,Yes,NO
K730,"Chronic persistent hepatitis, not elsewhere classified",29,Chronic Hepatitis,65,Chronic Hepatitis,Yes,Yes,SAME
K731,"Chronic lobular hepatitis, not elsewhere classified",29,Chronic Hepatitis,65,Chronic Hepatitis,Yes,Yes,SAME
K732,"Chronic active hepatitis, not elsewhere classified",29,Chronic Hepatitis,65,Chronic Hepatitis,Yes,Yes,SAME
K738,"Other chronic hepatitis, not elsewhere classified",29,Chronic Hepatitis,65,Chronic Hepatitis,Yes,Yes,SAME
K739,"Chronic hepatitis, unspecified",29,Chronic Hepatitis,65,Chronic Hepatitis,Yes,Yes,SAME
K743,Primary biliary cirrhosis,28,Cirrhosis of Liver,68,Cholangitis and Obstruction of Bile Duct Without Gallstones,Yes,Yes,NO
K744,Secondary biliary cirrhosis,28,Cirrhosis of Liver,64,Cirrhosis of Liver,Yes,Yes,SAME
K745,"Biliary cirrhosis, unspecified",28,Cirrhosis of Liver,68,Cholangitis and Obstruction of Bile Duct Without Gallstones,Yes,Yes,NO
K7460,Unspecified cirrhosis of liver,28,Cirrhosis of Liver,64,Cirrhosis of Liver,Yes,Yes,SAME
K7469,Other cirrhosis of liver,28,Cirrhosis of Liver,64,Cirrhosis of Liver,Yes,Yes,SAME
K754,Autoimmune hepatitis,29,Chronic Hepatitis,65,Chronic Hepatitis,Yes,Yes,SAME
K766,Portal hypertension,27,End-Stage Liver Disease,63,Chronic Liver Failure/End-Stage Liver Disorders,Yes,Yes,NO
K767,Hepatorenal syndrome,27,End-Stage Liver Disease,63,Chronic Liver Failure/End-Stage Liver Disorders,Yes,Yes,NO
K7681,Hepatopulmonary syndrome,27,End-Stage Liver Disease,63,Chronic Liver Failure/End-Stage Liver Disorders,Yes,Yes,NO
K7682,Hepatic encephalopathy,27,End-Stage Liver Disease,63,Chronic Liver Failure/End-Stage Liver Disorders,Yes,Yes,NO
K8301,Primary sclerosing cholangitis,,,68,Cholangitis and Obstruction of Bile Duct Without Gallstones,No,Yes,NO
K8309,Other cholangitis,,,68,Cholangitis and Obstruction of Bile Duct Without Gallstones,No,Yes,NO
K831,Obstruction of bile duct,,,68,Cholangitis and Obstruction of Bile Duct Without Gallstones,No,Yes,NO
K860,Alcohol-induced chronic pancreatitis,34,Chronic Pancreatitis,79,Chronic Pancreatitis,Yes,Yes,SAME
K861,Other chronic pancreatitis,34,Chronic Pancreatitis,79,Chronic Pancreatitis,Yes,Yes,SAME
K91850,Pouchitis,188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K91858,Other complications of intestinal pouch,188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K9400,"Colostomy complication, unspecified",188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K9401,Colostomy hemorrhage,188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K9402,Colostomy infection,188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K9403,Colostomy malfunction,188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K9409,Other complications of colostomy,188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K9410,"Enterostomy complication, unspecified",188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K9411,Enterostomy hemorrhage,188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K9412,Enterostomy infection,188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K9413,Enterostomy malfunction,188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K9419,Other complications of enterostomy,188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K9420,"Gastrostomy complication, unspecified",188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K9421,Gastrostomy hemorrhage,188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K9422,Gastrostomy infection,188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K9423,Gastrostomy malfunction,188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K9429,Other complications of gastrostomy,188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K9430,"Esophagostomy complications, unspecified",188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K9431,Esophagostomy hemorrhage,188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K9432,Esophagostomy infection,188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K9433,Esophagostomy malfunction,188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
K9439,Other complications of esophagostomy,188,Artificial Openings for Feeding or Elimination,463,Artificial Openings for Feeding or Elimination,Yes,Yes,SAME
L100,Pemphigus vulgaris,,,387,"Pemphigus, Pemphigoid, and Other Specified Autoimmune Skin Disorders",No,Yes,NO
L101,Pemphigus vegetans,,,387,"Pemphigus, Pemphigoid, and Other Specified Autoimmune Skin Disorders",No,Yes,NO
L102,Pemphigus foliaceous,,,387,"Pemphigus, Pemphigoid, and Other Specified Autoimmune Skin Disorders",No,Yes,NO
L103,Brazilian pemphigus [fogo selvagem],,,387,"Pemphigus, Pemphigoid, and Other Specified Autoimmune Skin Disorders",No,Yes,NO
L104,Pemphigus erythematosus,,,387,"Pemphigus, Pemphigoid, and Other Specified Autoimmune Skin Disorders",No,Yes,NO
